month,facility_name,ward,lga,state,latitude,longitude,facility_type,has_electricity,has_water_supply,patient_visits_total,disease_cases,malaria_cases_total,delivery_cases
7/24/2024,Fori Clinic,Gongulong,Jere,Borno,11.80049,13.30831,PHC,no,no,1289,301,375,132
7/16/2024,Laje Clinic,Gongulong,Jere,Borno,11.93058,13.24477,PHC,yes,yes,911,176,295,76
7/20/2024,Chase Clinic,Dala Lawanti,Jere,Borno,11.88984,13.27329,PHC,yes,yes,2740,292,1101,186
7/14/2024,Koshebe Clinic,Bale Galtimari,Jere,Borno,11.83613,13.2851,PHC,yes,no,5106,1130,1981,563
7/27/2024,202 Clinic,Bale Galtimari,Jere,Borno,11.81926,13.27129,PHC,yes,yes,3411,697,1148,370
7/18/2024,Tamus Ngamdaa Clinic,Dala Lawanti,Jere,Borno,11.93934,13.31329,PHC,yes,no,3391,653,1217,288
7/22/2024,Dusuman Health Center,Maimusari,Jere,Borno,11.86572,13.27764,PHC,yes,yes,5564,1296,2364,405
7/21/2024,Dala Clinic,Dusuman,Jere,Borno,11.88827,13.20108,PHC,no,yes,5838,665,1688,437
7/28/2024,Jiddari Primary Health Center,Gongulong,Jere,Borno,11.81063,13.2357,PHC,yes,yes,4564,847,1304,277
7/27/2024,Gongu Along Model Primary Health Center,Bale Galtimari,Jere,Borno,11.83645,13.27095,PHC,yes,yes,2857,444,1262,272
7/12/2024,Gomari Clinic,Mashamari,Jere,Borno,11.87005,13.30936,PHC,yes,no,5056,640,1716,467
7/22/2024,Dalaram Clinic,Ngudda/Addamari,Jere,Borno,11.92009,13.21639,PHC,yes,yes,5395,1258,1497,292
7/12/2024,Mashamari Clinic,Gomari,Jere,Borno,11.83747,13.33849,PHC,yes,no,1012,154,319,50
7/3/2024,Mairi Clinic,Alau,Jere,Borno,11.94535,13.33896,PHC,no,yes,4206,509,1014,344
7/14/2024,Zabamari Clinic,Dusuman,Jere,Borno,11.93537,13.2247,PHC,yes,yes,1411,185,460,91
7/10/2024,Maimusari Health Clinic,Ngudda/Addamari,Jere,Borno,11.90449,13.30958,PHC,no,no,2459,520,1078,227
8/8/2024,Farm Center Idp Camp,Mairi,Jere,Borno,11.88839,13.32141,PHC,yes,no,712,137,286,39
8/26/2024,Taimakon Jamaa Health Clinic,Dala Lawanti,Jere,Borno,11.8323,13.31452,PHC,yes,yes,2628,498,604,233
8/12/2024,Khadammari Health Clinic,Tuba,Jere,Borno,11.92107,13.30946,PHC,yes,no,5595,649,2465,584
8/20/2024,Lambu 2 Idp Camp Clinic,Tuba,Jere,Borno,11.8866,13.30569,PHC,yes,yes,3078,572,736,304
8/14/2024,Madinatu Idp Camp Clinic,Old Maiduguri,Jere,Borno,11.92997,13.25702,PHC,yes,no,4493,585,1611,402
8/16/2024,Divine Health Clinic,Mairi,Jere,Borno,11.90527,13.30253,PHC,yes,yes,2237,406,1005,195
8/19/2024,Fariya Idp Camp Clinic,Maimusari,Jere,Borno,11.85692,13.34843,PHC,yes,yes,3873,814,1179,264
8/3/2024,Dalori Idp Camp Clinic,Alau,Jere,Borno,11.92076,13.26017,PHC,yes,no,2191,219,604,130
8/25/2024,Benisheikh Maternal and Child Health,Gomari,Jere,Borno,11.89832,13.25934,PHC,no,yes,855,122,319,69
8/27/2024,Elmiskin Idp Clinic,Dusuman,Jere,Borno,11.91205,13.26427,PHC,yes,yes,463,90,152,41
8/21/2024,Madinatu Idp Camp,Old Maiduguri,Jere,Borno,11.81364,13.20707,PHC,yes,yes,2132,232,673,163
8/20/2024,University Of Maiduguri Teaching Hospital Umth,Alau,Jere,Borno,11.85772,13.28938,PHC,yes,yes,2788,298,933,182
8/2/2024,505 Housing Estate Health Clinic,Mashamari,Jere,Borno,11.90226,13.28055,PHC,yes,yes,2349,245,886,248
8/7/2024,Fori Clinic,Gongulong,Jere,Borno,11.80049,13.30831,PHC,no,no,3527,819,1570,342
8/4/2024,Laje Clinic,Gongulong,Jere,Borno,11.93058,13.24477,PHC,yes,yes,4969,910,2122,513
8/13/2024,Chase Clinic,Dala Lawanti,Jere,Borno,11.88984,13.27329,PHC,yes,yes,2967,557,945,179
8/10/2024,Koshebe Clinic,Bale Galtimari,Jere,Borno,11.83613,13.2851,PHC,yes,no,2900,514,1055,322
8/7/2024,202 Clinic,Bale Galtimari,Jere,Borno,11.81926,13.27129,PHC,yes,yes,1366,226,526,157
8/14/2024,Tamus Ngamdaa Clinic,Dala Lawanti,Jere,Borno,11.93934,13.31329,PHC,yes,no,4272,1053,1714,327
8/15/2024,Dusuman Health Center,Maimusari,Jere,Borno,11.86572,13.27764,PHC,yes,yes,1243,268,465,69
8/26/2024,Dala Clinic,Dusuman,Jere,Borno,11.88827,13.20108,PHC,no,yes,678,126,260,43
8/26/2024,Jiddari Primary Health Center,Gongulong,Jere,Borno,11.81063,13.2357,PHC,yes,yes,3678,915,1041,311
8/6/2024,Gongu Along Model Primary Health Center,Bale Galtimari,Jere,Borno,11.83645,13.27095,PHC,yes,yes,4181,562,1108,494
8/24/2024,Gomari Clinic,Mashamari,Jere,Borno,11.87005,13.30936,PHC,yes,no,4578,1030,1767,397
8/27/2024,Dalaram Clinic,Ngudda/Addamari,Jere,Borno,11.92009,13.21639,PHC,yes,yes,2617,606,887,278
8/24/2024,Mashamari Clinic,Gomari,Jere,Borno,11.83747,13.33849,PHC,yes,no,2818,543,858,305
8/20/2024,Mairi Clinic,Alau,Jere,Borno,11.94535,13.33896,PHC,no,yes,1127,149,453,114
8/17/2024,Zabamari Clinic,Dusuman,Jere,Borno,11.93537,13.2247,PHC,yes,yes,1542,279,646,79
8/25/2024,Maimusari Health Clinic,Ngudda/Addamari,Jere,Borno,11.90449,13.30958,PHC,no,no,2296,412,909,165
9/3/2024,Farm Center Idp Camp,Mairi,Jere,Borno,11.88839,13.32141,PHC,yes,no,717,120,213,66
9/12/2024,Taimakon Jamaa Health Clinic,Dala Lawanti,Jere,Borno,11.8323,13.31452,PHC,yes,yes,3506,475,1179,384
9/24/2024,Khadammari Health Clinic,Tuba,Jere,Borno,11.92107,13.30946,PHC,yes,no,5772,1370,2370,317
9/6/2024,Lambu 2 Idp Camp Clinic,Tuba,Jere,Borno,11.8866,13.30569,PHC,yes,yes,1926,429,672,178
9/1/2024,Madinatu Idp Camp Clinic,Old Maiduguri,Jere,Borno,11.92997,13.25702,PHC,yes,no,4839,856,1585,308
9/15/2024,Divine Health Clinic,Mairi,Jere,Borno,11.90527,13.30253,PHC,yes,yes,545,132,164,39
9/8/2024,Fariya Idp Camp Clinic,Maimusari,Jere,Borno,11.85692,13.34843,PHC,yes,yes,4844,568,1216,249
9/21/2024,Dalori Idp Camp Clinic,Alau,Jere,Borno,11.92076,13.26017,PHC,yes,no,1156,117,482,121
9/1/2024,Benisheikh Maternal and Child Health,Gomari,Jere,Borno,11.89832,13.25934,PHC,no,yes,1538,321,484,94
9/18/2024,Elmiskin Idp Clinic,Dusuman,Jere,Borno,11.91205,13.26427,PHC,yes,yes,3748,480,1241,404
9/11/2024,Madinatu Idp Camp,Old Maiduguri,Jere,Borno,11.81364,13.20707,PHC,yes,yes,3802,485,1334,404
9/13/2024,University Of Maiduguri Teaching Hospital Umth,Alau,Jere,Borno,11.85772,13.28938,PHC,yes,yes,3743,663,1655,189
9/11/2024,505 Housing Estate Health Clinic,Mashamari,Jere,Borno,11.90226,13.28055,PHC,yes,yes,659,131,240,73
9/6/2024,Fori Clinic,Gongulong,Jere,Borno,11.80049,13.30831,PHC,no,no,1217,242,477,139
9/16/2024,Laje Clinic,Gongulong,Jere,Borno,11.93058,13.24477,PHC,yes,yes,932,130,320,100
9/14/2024,Chase Clinic,Dala Lawanti,Jere,Borno,11.88984,13.27329,PHC,yes,yes,1826,441,718,139
9/6/2024,Koshebe Clinic,Bale Galtimari,Jere,Borno,11.83613,13.2851,PHC,yes,no,1812,283,641,171
9/15/2024,202 Clinic,Bale Galtimari,Jere,Borno,11.81926,13.27129,PHC,yes,yes,2358,428,1060,222
9/18/2024,Tamus Ngamdaa Clinic,Dala Lawanti,Jere,Borno,11.93934,13.31329,PHC,yes,no,1121,233,247,60
9/2/2024,Dusuman Health Center,Maimusari,Jere,Borno,11.86572,13.27764,PHC,yes,yes,2847,293,772,236
9/4/2024,Dala Clinic,Dusuman,Jere,Borno,11.88827,13.20108,PHC,no,yes,4136,414,1655,328
9/15/2024,Jiddari Primary Health Center,Gongulong,Jere,Borno,11.81063,13.2357,PHC,yes,yes,5837,811,1388,542
9/26/2024,Gongu Along Model Primary Health Center,Bale Galtimari,Jere,Borno,11.83645,13.27095,PHC,yes,yes,2700,398,957,309
9/21/2024,Gomari Clinic,Mashamari,Jere,Borno,11.87005,13.30936,PHC,yes,no,5837,977,1797,425
9/27/2024,Dalaram Clinic,Ngudda/Addamari,Jere,Borno,11.92009,13.21639,PHC,yes,yes,4496,1006,1498,384
9/2/2024,Mashamari Clinic,Gomari,Jere,Borno,11.83747,13.33849,PHC,yes,no,5726,710,1791,329
9/14/2024,Mairi Clinic,Alau,Jere,Borno,11.94535,13.33896,PHC,no,yes,4551,1118,1209,242
9/1/2024,Zabamari Clinic,Dusuman,Jere,Borno,11.93537,13.2247,PHC,yes,yes,984,214,335,77
9/23/2024,Maimusari Health Clinic,Ngudda/Addamari,Jere,Borno,11.90449,13.30958,PHC,no,no,5479,933,1783,441
10/22/2024,Farm Center Idp Camp,Mairi,Jere,Borno,11.88839,13.32141,PHC,yes,no,1846,350,591,192
10/10/2024,Taimakon Jamaa Health Clinic,Dala Lawanti,Jere,Borno,11.8323,13.31452,PHC,yes,yes,2493,408,909,224
10/18/2024,Khadammari Health Clinic,Tuba,Jere,Borno,11.92107,13.30946,PHC,yes,no,786,178,272,68
10/25/2024,Lambu 2 Idp Camp Clinic,Tuba,Jere,Borno,11.8866,13.30569,PHC,yes,yes,3143,430,764,306
10/21/2024,Madinatu Idp Camp Clinic,Old Maiduguri,Jere,Borno,11.92997,13.25702,PHC,yes,no,3867,582,1379,341
10/24/2024,Divine Health Clinic,Mairi,Jere,Borno,11.90527,13.30253,PHC,yes,yes,3060,667,1165,284
10/15/2024,Fariya Idp Camp Clinic,Maimusari,Jere,Borno,11.85692,13.34843,PHC,yes,yes,1081,211,262,115
10/9/2024,Dalori Idp Camp Clinic,Alau,Jere,Borno,11.92076,13.26017,PHC,yes,no,1644,216,440,126
10/5/2024,Benisheikh Maternal and Child Health,Gomari,Jere,Borno,11.89832,13.25934,PHC,no,yes,5461,688,2387,629
10/26/2024,Elmiskin Idp Clinic,Dusuman,Jere,Borno,11.91205,13.26427,PHC,yes,yes,2595,513,1093,283
10/11/2024,Madinatu Idp Camp,Old Maiduguri,Jere,Borno,11.81364,13.20707,PHC,yes,yes,5843,1336,2211,495
10/8/2024,University Of Maiduguri Teaching Hospital Umth,Alau,Jere,Borno,11.85772,13.28938,PHC,yes,yes,1878,439,576,122
10/9/2024,505 Housing Estate Health Clinic,Mashamari,Jere,Borno,11.90226,13.28055,PHC,yes,yes,778,145,342,90
10/28/2024,Fori Clinic,Gongulong,Jere,Borno,11.80049,13.30831,PHC,no,no,5324,1129,1406,618
10/13/2024,Laje Clinic,Gongulong,Jere,Borno,11.93058,13.24477,PHC,yes,yes,4580,489,1552,310
10/24/2024,Chase Clinic,Dala Lawanti,Jere,Borno,11.88984,13.27329,PHC,yes,yes,5816,777,2608,632
10/18/2024,Koshebe Clinic,Bale Galtimari,Jere,Borno,11.83613,13.2851,PHC,yes,no,2588,505,1084,257
10/28/2024,202 Clinic,Bale Galtimari,Jere,Borno,11.81926,13.27129,PHC,yes,yes,4822,700,1656,492
10/20/2024,Tamus Ngamdaa Clinic,Dala Lawanti,Jere,Borno,11.93934,13.31329,PHC,yes,no,685,94,193,38
10/19/2024,Dusuman Health Center,Maimusari,Jere,Borno,11.86572,13.27764,PHC,yes,yes,3465,656,855,205
10/12/2024,Dala Clinic,Dusuman,Jere,Borno,11.88827,13.20108,PHC,no,yes,3612,807,1469,254
10/24/2024,Jiddari Primary Health Center,Gongulong,Jere,Borno,11.81063,13.2357,PHC,yes,yes,3643,398,1057,206
10/17/2024,Gongu Along Model Primary Health Center,Bale Galtimari,Jere,Borno,11.83645,13.27095,PHC,yes,yes,2377,300,958,210
10/28/2024,Gomari Clinic,Mashamari,Jere,Borno,11.87005,13.30936,PHC,yes,no,1723,357,645,135
10/20/2024,Dalaram Clinic,Ngudda/Addamari,Jere,Borno,11.92009,13.21639,PHC,yes,yes,4589,532,1709,495
10/13/2024,Mashamari Clinic,Gomari,Jere,Borno,11.83747,13.33849,PHC,yes,no,3030,350,831,232
10/4/2024,Mairi Clinic,Alau,Jere,Borno,11.94535,13.33896,PHC,no,yes,5183,764,2285,281
10/11/2024,Zabamari Clinic,Dusuman,Jere,Borno,11.93537,13.2247,PHC,yes,yes,5360,1198,2201,610
10/10/2024,Maimusari Health Clinic,Ngudda/Addamari,Jere,Borno,11.90449,13.30958,PHC,no,no,2012,346,476,167
11/12/2024,Farm Center Idp Camp,Mairi,Jere,Borno,11.88839,13.32141,PHC,yes,no,1936,400,806,106
11/21/2024,Taimakon Jamaa Health Clinic,Dala Lawanti,Jere,Borno,11.8323,13.31452,PHC,yes,yes,957,178,259,90
11/5/2024,Khadammari Health Clinic,Tuba,Jere,Borno,11.92107,13.30946,PHC,yes,no,971,204,363,91
11/12/2024,Lambu 2 Idp Camp Clinic,Tuba,Jere,Borno,11.8866,13.30569,PHC,yes,yes,3826,516,1489,388
11/18/2024,Madinatu Idp Camp Clinic,Old Maiduguri,Jere,Borno,11.92997,13.25702,PHC,yes,no,3816,669,1273,431
11/25/2024,Divine Health Clinic,Mairi,Jere,Borno,11.90527,13.30253,PHC,yes,yes,301,61,107,23
11/15/2024,Fariya Idp Camp Clinic,Maimusari,Jere,Borno,11.85692,13.34843,PHC,yes,yes,319,75,129,23
11/15/2024,Dalori Idp Camp Clinic,Alau,Jere,Borno,11.92076,13.26017,PHC,yes,no,560,129,165,40
11/17/2024,Benisheikh Maternal and Child Health,Gomari,Jere,Borno,11.89832,13.25934,PHC,no,yes,550,83,168,55
11/20/2024,Elmiskin Idp Clinic,Dusuman,Jere,Borno,11.91205,13.26427,PHC,yes,yes,605,73,152,33
11/27/2024,Madinatu Idp Camp,Old Maiduguri,Jere,Borno,11.81364,13.20707,PHC,yes,yes,942,153,337,100
11/1/2024,University Of Maiduguri Teaching Hospital Umth,Alau,Jere,Borno,11.85772,13.28938,PHC,yes,yes,566,74,238,33
11/19/2024,505 Housing Estate Health Clinic,Mashamari,Jere,Borno,11.90226,13.28055,PHC,yes,yes,569,66,189,59
11/6/2024,Fori Clinic,Gongulong,Jere,Borno,11.80049,13.30831,PHC,no,no,2766,345,1167,201
11/22/2024,Laje Clinic,Gongulong,Jere,Borno,11.93058,13.24477,PHC,yes,yes,2189,370,864,118
11/1/2024,Chase Clinic,Dala Lawanti,Jere,Borno,11.88984,13.27329,PHC,yes,yes,805,124,251,70
11/18/2024,Koshebe Clinic,Bale Galtimari,Jere,Borno,11.83613,13.2851,PHC,yes,no,3914,823,1088,404
11/14/2024,202 Clinic,Bale Galtimari,Jere,Borno,11.81926,13.27129,PHC,yes,yes,4175,435,1435,431
11/1/2024,Tamus Ngamdaa Clinic,Dala Lawanti,Jere,Borno,11.93934,13.31329,PHC,yes,no,1707,397,552,160
11/1/2024,Dusuman Health Center,Maimusari,Jere,Borno,11.86572,13.27764,PHC,yes,yes,1960,331,790,206
11/19/2024,Dala Clinic,Dusuman,Jere,Borno,11.88827,13.20108,PHC,no,yes,2651,299,592,272
11/10/2024,Jiddari Primary Health Center,Gongulong,Jere,Borno,11.81063,13.2357,PHC,yes,yes,3596,362,1061,367
11/4/2024,Gongu Along Model Primary Health Center,Bale Galtimari,Jere,Borno,11.83645,13.27095,PHC,yes,yes,357,45,158,18
11/22/2024,Gomari Clinic,Mashamari,Jere,Borno,11.87005,13.30936,PHC,yes,no,2148,373,763,136
11/6/2024,Dalaram Clinic,Ngudda/Addamari,Jere,Borno,11.92009,13.21639,PHC,yes,yes,545,61,203,59
11/17/2024,Mashamari Clinic,Gomari,Jere,Borno,11.83747,13.33849,PHC,yes,no,3725,861,1095,294
11/2/2024,Mairi Clinic,Alau,Jere,Borno,11.94535,13.33896,PHC,no,yes,1580,184,659,120
11/13/2024,Zabamari Clinic,Dusuman,Jere,Borno,11.93537,13.2247,PHC,yes,yes,1529,212,462,118
11/7/2024,Maimusari Health Clinic,Ngudda/Addamari,Jere,Borno,11.90449,13.30958,PHC,no,no,1250,264,376,83
12/13/2024,Farm Center Idp Camp,Mairi,Jere,Borno,11.88839,13.32141,PHC,yes,no,3319,435,1380,274
12/15/2024,Taimakon Jamaa Health Clinic,Dala Lawanti,Jere,Borno,11.8323,13.31452,PHC,yes,yes,3071,343,721,175
12/17/2024,Khadammari Health Clinic,Tuba,Jere,Borno,11.92107,13.30946,PHC,yes,no,1096,205,445,87
12/5/2024,Lambu 2 Idp Camp Clinic,Tuba,Jere,Borno,11.8866,13.30569,PHC,yes,yes,4092,778,1661,295
12/5/2024,Madinatu Idp Camp Clinic,Old Maiduguri,Jere,Borno,11.92997,13.25702,PHC,yes,no,1952,394,546,118
12/20/2024,Divine Health Clinic,Mairi,Jere,Borno,11.90527,13.30253,PHC,yes,yes,1932,240,625,165
12/15/2024,Fariya Idp Camp Clinic,Maimusari,Jere,Borno,11.85692,13.34843,PHC,yes,yes,2344,553,643,238
12/17/2024,Dalori Idp Camp Clinic,Alau,Jere,Borno,11.92076,13.26017,PHC,yes,no,1178,129,327,107
12/7/2024,Benisheikh Maternal and Child Health,Gomari,Jere,Borno,11.89832,13.25934,PHC,no,yes,3704,838,1262,319
12/3/2024,Elmiskin Idp Clinic,Dusuman,Jere,Borno,11.91205,13.26427,PHC,yes,yes,2119,269,682,172
12/6/2024,Madinatu Idp Camp,Old Maiduguri,Jere,Borno,11.81364,13.20707,PHC,yes,yes,3423,827,1030,329
12/8/2024,University Of Maiduguri Teaching Hospital Umth,Alau,Jere,Borno,11.85772,13.28938,PHC,yes,yes,643,70,145,61
12/18/2024,505 Housing Estate Health Clinic,Mashamari,Jere,Borno,11.90226,13.28055,PHC,yes,yes,2870,404,788,274
12/9/2024,Fori Clinic,Gongulong,Jere,Borno,11.80049,13.30831,PHC,no,no,2578,620,1040,133
12/3/2024,Laje Clinic,Gongulong,Jere,Borno,11.93058,13.24477,PHC,yes,yes,471,105,155,42
12/3/2024,Chase Clinic,Dala Lawanti,Jere,Borno,11.88984,13.27329,PHC,yes,yes,564,128,176,56
12/6/2024,Koshebe Clinic,Bale Galtimari,Jere,Borno,11.83613,13.2851,PHC,yes,no,2229,299,599,233
12/27/2024,202 Clinic,Bale Galtimari,Jere,Borno,11.81926,13.27129,PHC,yes,yes,3484,477,952,366
12/10/2024,Tamus Ngamdaa Clinic,Dala Lawanti,Jere,Borno,11.93934,13.31329,PHC,yes,no,2348,273,883,150
12/9/2024,Dusuman Health Center,Maimusari,Jere,Borno,11.86572,13.27764,PHC,yes,yes,342,61,89,30
12/22/2024,Dala Clinic,Dusuman,Jere,Borno,11.88827,13.20108,PHC,no,yes,1743,315,577,140
12/16/2024,Jiddari Primary Health Center,Gongulong,Jere,Borno,11.81063,13.2357,PHC,yes,yes,1218,180,358,68
12/10/2024,Gongu Along Model Primary Health Center,Bale Galtimari,Jere,Borno,11.83645,13.27095,PHC,yes,yes,2747,353,640,307
12/17/2024,Gomari Clinic,Mashamari,Jere,Borno,11.87005,13.30936,PHC,yes,no,734,145,163,64
12/1/2024,Dalaram Clinic,Ngudda/Addamari,Jere,Borno,11.92009,13.21639,PHC,yes,yes,1305,247,497,146
12/15/2024,Mashamari Clinic,Gomari,Jere,Borno,11.83747,13.33849,PHC,yes,no,423,95,112,27
12/12/2024,Mairi Clinic,Alau,Jere,Borno,11.94535,13.33896,PHC,no,yes,2097,417,931,133
12/2/2024,Zabamari Clinic,Dusuman,Jere,Borno,11.93537,13.2247,PHC,yes,yes,2730,612,1168,260
12/12/2024,Maimusari Health Clinic,Ngudda/Addamari,Jere,Borno,11.90449,13.30958,PHC,no,no,995,247,255,107
